url,in_degree,out_degree,total_degree,degree_centrality,betweenness_centrality,closeness_centrality,pagerank,weak_component_id,weak_component_size,in_largest_component
https://prz.edu.pl/uczelnia/struktura-organizacyjna/wladze-uczelni,1,0,1,0.00244499,0.00000000,0.00000000,0.00232934,1,401,True
https://prz.edu.pl/absolwenci/wyszukiwarka,2,0,2,0.00488998,0.00000000,0.00000000,0.00232344,1,401,True
https://prz.edu.pl/pracownicy/wyszukiwarka,2,0,2,0.00488998,0.00000000,0.00000000,0.00232143,1,401,True
https://prz.edu.pl/doktoranci-prz/wyszukiwarka,2,0,2,0.00488998,0.00000000,0.00000000,0.00232128,1,401,True
https://prz.edu.pl/media/wyszukiwarka,2,0,2,0.00488998,0.00000000,0.00000000,0.00232028,1,401,True
https://prz.edu.pl/uczelnia/aktualnosci/8-marca-2026-2974.html,2,0,2,0.00488998,0.00000000,0.00000000,0.00231962,1,401,True
https://prz.edu.pl/uczelnia/aktualnosci/archiv.html,2,0,2,0.00488998,0.00000000,0.00000000,0.00231962,1,401,True
https://prz.edu.pl/uczelnia/aktualnosci/dzien-otwarty-politechniki-rzeszowskiejhhh-2972.html,2,0,2,0.00488998,0.00000000,0.00000000,0.00231962,1,401,True
https://prz.edu.pl/uczelnia/aktualnosci/konkurs-politalks-na-najciekawsze-wystapienie-w-jezyku-angielskim-2976.html,2,0,2,0.00488998,0.00000000,0.00000000,0.00231962,1,401,True
https://prz.edu.pl/uczelnia/aktualnosci/ogolnopolski-dzien-inzynierii-materialowej-2973.html,2,0,2,0.00488998,0.00000000,0.00000000,0.00231962,1,401,True
https://prz.edu.pl/uczelnia/aktualnosci/premiera-legendary-30-2975.html,2,0,2,0.00488998,0.00000000,0.00000000,0.00231962,1,401,True
https://prz.edu.pl/cas/login/front?redirect=/absolwenci,1,0,1,0.00244499,0.00000000,0.00000000,0.00230453,1,401,True
https://prz.edu.pl/cas/login/front?redirect=/doktoranci-prz,1,0,1,0.00244499,0.00000000,0.00000000,0.00230453,1,401,True
https://prz.edu.pl/cas/login/front?redirect=/studenci_menu,1,0,1,0.00244499,0.00000000,0.00000000,0.00230453,1,401,True
https://prz.edu.pl/cas/login/front?redirect=/pracownicy/przydatne-strony,1,0,1,0.00244499,0.00000000,0.00000000,0.00230451,1,401,True
https://prz.edu.pl/cas/login/front?redirect=/absolwenci/badania-losow-absolwentow,1,0,1,0.00244499,0.00000000,0.00000000,0.00230436,1,401,True
https://prz.edu.pl/cas/login/front?redirect=/doktoranci-prz/doktorat-wdrozeniowy,1,0,1,0.00244499,0.00000000,0.00000000,0.00230436,1,401,True
https://prz.edu.pl/cas/login/front?redirect=/doktoranci-prz/komunikaty/swiadczenia-dla-doktorantow,1,0,1,0.00244499,0.00000000,0.00000000,0.00230436,1,401,True
https://prz.edu.pl/cas/login/front?redirect=/studenci_menu/organizacje-studenckie,1,0,1,0.00244499,0.00000000,0.00000000,0.00230436,1,401,True
https://prz.edu.pl/cas/login/front?redirect=/studenci_menu/studenckie-abc,1,0,1,0.00244499,0.00000000,0.00000000,0.00230436,1,401,True
https://prz.edu.pl/doktoranci-prz/komunikaty/wyszukiwarka,1,0,1,0.00244499,0.00000000,0.00000000,0.00230436,1,401,True
